Movie name,Movie genre,Speaker,Conversation id,utterance,Intent label,Character_label
x-men,"['action', 'sci-fi']",XAVIER,L664440,The brainwaves of mutants are quite different than those of the average human being.,3,1
x-men,"['action', 'sci-fi']",LOGAN,L664440,How?,3,1
x-men,"['action', 'sci-fi']",XAVIER,L664440,To find Rogue.,3,1
x-men,"['action', 'sci-fi']",LOGAN,L664440,Where are we going?,3,1
x-men,"['action', 'sci-fi']",XAVIER,L664434,I believe he wants you for your Adamantium.,3,1
x-men,"['action', 'sci-fi']",LOGAN,L664434,No.  That's me talking.  And you know what?  It's only been thirty-two hours and you still have no idea what this guy wants with me.,3,1
x-men,"['action', 'sci-fi']",XAVIER,L664434,Now that's Magneto talking.,3,1
x-men,"['action', 'sci-fi']",LOGAN,L664432,What if it never happens?  What if they're so afraid of us that we become the enemy? -- This place is gonna be one giant cemetery.,3,1
x-men,"['action', 'sci-fi']",XAVIER,L664432,The point is to step into a more evolved position of social responsibility.  To recognize that there is a world out there and that we mutants are as much a part of it as normal human beings.,3,1
x-men,"['action', 'sci-fi']",LOGAN,L664430,"This.  This whole God damn thing.  Making yourselves into some sort of ""team"" of super-powered freaks. Teaching wayward mutants about classical literature.  For what?",3,1
x-men,"['action', 'sci-fi']",XAVIER,L664430,The point of what?,3,1
x-men,"['action', 'sci-fi']",XAVIER,L664370,Deal.,3,1
x-men,"['action', 'sci-fi']",LOGAN,L664370,"Forty-eight hours, old man.  But if you cross me, I won't feel any guilt about what I do to you.",3,1
x-men,"['action', 'sci-fi']",XAVIER,L664300,"A very powerful mutant who for some reason has taken an interest in you. I'm not sure why, but until we find out, I must ask you to stay.",3,1
x-men,"['action', 'sci-fi']",LOGAN,L664300,Who?,3,1
x-men,"['action', 'sci-fi']",XAVIER,L664300,I brought you here so that you would be safe from Magneto.,3,1
x-men,"['action', 'sci-fi']",LOGAN,L664300,What am I doing here?,3,1
x-men,"['action', 'sci-fi']",LOGAN,L664410,And you think it helps calling her Rogue?,3,1
x-men,"['action', 'sci-fi']",STORM,L664410,If she held on any longer she could have.,3,1
x-men,"['action', 'sci-fi']",LOGAN,L664410,I felt like she almost killed me.,3,1
x-men,"['action', 'sci-fi']",STORM,L664410,"She borrowed your power to save her life.  When she touches someone, she absorbs their strengths -- their gifts.  In your case -- your ability to heal.  That's why she keeps her body covered.",3,1
x-men,"['action', 'sci-fi']",LOGAN,L664410,What did she do to me?,3,1
x-men,"['action', 'sci-fi']",STORM,L664410,"The sun is setting, Logan.  You've been asleep for nineteen hours.",3,1
x-men,"['action', 'sci-fi']",LOGAN,L664410,Why is everybody up at sunrise?,3,1
x-men,"['action', 'sci-fi']",MAGNETO,L664377,ALIVE.,3,0
x-men,"['action', 'sci-fi']",SABRETOOTH,L664377,I'll find him.,3,0
x-men,"['action', 'sci-fi']",MAGNETO,L664283,Enough for a test.,3,0
x-men,"['action', 'sci-fi']",SABRETOOTH,L664283,Is it enough?,3,0
x-men,"['action', 'sci-fi']",MAGNETO,L664283,A piece.  Only a piece.,3,0
x-men,"['action', 'sci-fi']",SABRETOOTH,L664283,Is that what you're looking for?,3,0
x-men,"['action', 'sci-fi']",SABRETOOTH,L664276,It was Xavier's people.  They knew.,3,0
x-men,"['action', 'sci-fi']",MAGNETO,L664276,How?,3,0
x-men,"['action', 'sci-fi']",SABRETOOTH,L664276,I lost him.,3,0
x-men,"['action', 'sci-fi']",XAVIER,L664662,I feel a great swell of pity for the poor soul who comes to that school again looking for trouble.,3,1
x-men,"['action', 'sci-fi']",MAGNETO,L664662,And what do you do when you wake up to that?,3,0
x-men,"['action', 'sci-fi']",XAVIER,L664662,"It does indeed, Max.",3,1
x-men,"['action', 'sci-fi']",MAGNETO,L664662,"Doesn't it ever wake you in the middle of the night?  The feeling that some day, some day very soon, they will pass that foolish law - or one just like it - and they will come for you and your children?  Take you all away?",3,0
x-men,"['action', 'sci-fi']",XAVIER,L664660,I know.,3,1
x-men,"['action', 'sci-fi']",MAGNETO,L664660,"I wouldn't really have let you die, you know.  I just needed...",3,0
x-men,"['action', 'sci-fi']",XAVIER,L664364,WHAT DO YOU MEAN TO DO?,3,1
x-men,"['action', 'sci-fi']",MAGNETO,L664364,This checkmate goes to you.  I didn't want to hurt anyone.  But you leave me no choice.,3,0
x-men,"['action', 'sci-fi']",XAVIER,L664360,What do you mean to do?,3,1
x-men,"['action', 'sci-fi']",MAGNETO,L664360,"I'm going to change the world with or without you as a witness, Charles.  And this one gets a front row seat.",3,0
x-men,"['action', 'sci-fi']",XAVIER,L664360,The way what is going to be?,3,1
x-men,"['action', 'sci-fi']",MAGNETO,L664360,If I could make you understand.  If you could just be made to see it the way I do.  The way it's going to be.,3,0
x-men,"['action', 'sci-fi']",MAGNETO,L664352,"Let's just say that I am out to make some radical changes.  Now come on Charles.  For old times sake, for your sake...  Leave him to me.",3,0
x-men,"['action', 'sci-fi']",XAVIER,L664352,"You definition of definitive was always a bit extreme for me, Max. What is it like these days?",3,1
x-men,"['action', 'sci-fi']",MAGNETO,L664352,Still trying to make the world safe for our kind.  Still trying to find a way to introduce ourselves -- definitively.,3,0
x-men,"['action', 'sci-fi']",XAVIER,L664352,Is that so?,3,1
x-men,"['action', 'sci-fi']",XAVIER,L664349,What do you want with him?,3,1
x-men,"['action', 'sci-fi']",MAGNETO,L664349,The two in Alaska.  Just how do you people manage to be in the right place at the right time?  Still tinkering with Cerebro?,3,0
x-men,"['action', 'sci-fi']",XAVIER,L664343,"Not at the cost of lives, Max.",3,1
x-men,"['action', 'sci-fi']",MAGNETO,L664343,"I am trying to save our kind, Charles. You should do the same.",3,0
x-men,"['action', 'sci-fi']",XAVIER,L664343,And I'll never understand terrorists.,3,1
x-men,"['action', 'sci-fi']",MAGNETO,L664343,"I'll never understand your regard for them, Charles.",3,0
